Entity,Code,Year,All malignant cancers combined,Brain and nervous system cancers,Leukemia,Lymphomas and multiple myeloma
France,FRA,1976,4.8498416,,2.3369012,0.71010804
France,FRA,1977,5.109814,,2.996833,0.7197634
France,FRA,1978,5.1325717,,2.8910933,0.636571
France,FRA,1979,4.4465694,0.6412455,2.7933335,0.5908975
France,FRA,1980,5.2127123,0.66401064,2.5205302,0.56915194
France,FRA,1981,4.9527454,0.5198501,2.421407,0.43776846
France,FRA,1982,5.0143433,0.7325906,2.0595472,0.566721
France,FRA,1983,3.6464987,0.67120665,2.2932894,0.34958678
France,FRA,1984,4.107981,0.7037991,2.1113973,0.4645074
France,FRA,1985,3.5409741,0.57592356,1.9665684,0.3293188
France,FRA,1986,3.31451,0.5848264,1.7677708,0.5463109
France,FRA,1987,3.4750135,0.61213136,1.9198664,0.27824152
France,FRA,1988,2.622635,0.7067236,1.2471592,0.41571975
France,FRA,1989,3.3011336,0.678013,1.494396,0.318251
France,FRA,1990,3.386781,0.77306426,1.4494954,0.17946135
France,FRA,1991,3.0823426,0.7212806,1.2899826,0.2080617
France,FRA,1992,3.4244826,0.85088575,1.4646394,0.18133631
France,FRA,1993,3.240788,0.86673284,1.2861197,0.20969343
France,FRA,1994,3.26739,0.7314671,1.0409341,0.23913349
France,FRA,1995,2.6015506,0.7929765,1.0620221,0.14160295
France,FRA,1996,2.5651655,0.6556816,0.92650664,0.19063656
France,FRA,1997,2.6604068,0.78819144,0.97449124,0.07165377
France,FRA,1998,2.752246,0.81871027,0.6959037,0.17738722
France,FRA,1999,2.5290074,0.6213299,0.85605454,0.09210095
France,FRA,2000,2.1095052,1.2967157,0.84148574,0.12313931
France,FRA,2001,2.5322795,1.1545571,0.72847056,0.15369156
France,FRA,2002,2.907378,1.0668676,1.0239571,0.17748591
France,FRA,2003,2.430172,1.0549057,0.78441703,0.07537666
France,FRA,2004,2.353164,0.962966,0.7222245,0.13374528
France,FRA,2005,2.05527,1.0482155,0.61035335,0.16250011
France,FRA,2006,2.0421104,0.9909941,0.72672904,0.13222092
France,FRA,2007,2.369427,1.1802646,0.56390417,0.058403153
France,FRA,2008,1.9807713,0.92394924,0.65066844,0.20242923
France,FRA,2009,2.3020794,1.0227761,0.6214336,0.057514124
France,FRA,2010,2.141365,1.0055162,0.47697562,0.10032264
France,FRA,2011,1.7812368,0.9791961,0.5024822,0.15038443
France,FRA,2012,1.9438493,0.83546305,0.46271798,0.102826215
France,FRA,2013,1.5971916,1.1653334,0.51223445,0.085068755
France,FRA,2014,2.039376,0.99624455,0.47257754,0.06386183
France,FRA,2015,1.7926731,0.91508156,0.66089225,0.050837863
France,FRA,2016,2.0174525,0.8935924,0.31914014,0.06435702
France,FRA,2017,2.0169332,0.8334322,0.40369374,0.07813427
France,FRA,2018,1.670239,0.86819685,0.5133548,0.02510651
France,FRA,2019,1.8305874,0.86765546,0.42068145,0.03943888
France,FRA,2020,1.9020504,0.85021895,0.43839413,0.043884348
France,FRA,2021,1.9750795,0.9939855,0.5238572,0
France,FRA,2022,1.6376257,0.9591758,0.36142856,0.02620489
French Guiana,GUF,1968,0,,0,0
French Guiana,GUF,1969,0,,0,0
French Guiana,GUF,1970,0,,0,0
French Guiana,GUF,1971,0,,0,0
French Guiana,GUF,1972,0,,0,0
French Guiana,GUF,1973,0,,0,0
French Guiana,GUF,1974,0,,0,0
French Guiana,GUF,1975,0,,38.809834,0
French Guiana,GUF,1976,0,,13.449899,0
French Guiana,GUF,1977,0,,0,0
French Guiana,GUF,1978,14.320493,,0,0
French Guiana,GUF,1979,0,,0,0
French Guiana,GUF,2001,0,0,5.604439,4.7501426
French Guiana,GUF,2002,0,0,5.415358,0
French Guiana,GUF,2003,4.9504952,0,0,0
French Guiana,GUF,2004,0,0,0,0
French Guiana,GUF,2005,0,0,17.90831,0
French Guiana,GUF,2006,4.441878,0,0,0
French Guiana,GUF,2007,4.4056745,3.9875588,0,0
French Guiana,GUF,2008,0,0,0,0
French Guiana,GUF,2009,0,0,3.9946473,0
French Guiana,GUF,2010,0,0,0,0
French Guiana,GUF,2011,3.8716922,0,3.5334442,0
French Guiana,GUF,2012,7.8299336,0,0,0
French Guiana,GUF,2013,7.5522995,3.4771724,0,0
French Guiana,GUF,2014,10.940919,0,0,0
French Guiana,GUF,2015,0,0,0,0
French Guiana,GUF,2016,0,0,0,0
Georgia,GEO,1981,3.7157454,,3.3417838,0
Georgia,GEO,1982,3.2611227,,2.6871402,0
Georgia,GEO,1985,6.222632,,2.7060547,0.5637614
Georgia,GEO,1986,3.6815462,,3.2402234,0.751503
Georgia,GEO,1987,5.3081007,,2.6622295,0.74294204
Georgia,GEO,1988,4.8622365,,3.756076,1.1053795
Georgia,GEO,1989,4.179243,,3.5327888,0.9805123
Georgia,GEO,1990,4.33889,,2.6332288,1.5047022
Georgia,GEO,1991,2.49066,,1.7185084,1.6585864
Georgia,GEO,1992,2.0459194,,2.1037407,1.1806376
Georgia,GEO,1994,3.9985006,,1.4024262,0.45773575
Georgia,GEO,1995,2.044206,,0.96230954,0.28157118
Georgia,GEO,1996,1.8267224,,0,1.5445209
Georgia,GEO,1997,3.9708803,,1.759634,0.30284676
Georgia,GEO,1998,2.661698,0.53511703,0.9111617,0.9111617
Georgia,GEO,1999,2.1358964,0.9522298,0.9419744,0.31740993
Georgia,GEO,2000,1.6072863,0,1.3645225,0.32472804
Georgia,GEO,2001,2.154302,1.507159,0.79617834,0
Georgia,GEO,2004,2.5989027,0,1.0017029,0.60102177
Georgia,GEO,2005,1.8129627,1.6465423,2.7036161,0
Georgia,GEO,2006,2.5546863,0,2.7595723,0.5405405
Georgia,GEO,2007,2.0397756,0.41771093,1.6916896,0.53835803
Georgia,GEO,2009,5.517749,0.6234414,1.4546965,0.5178664
Georgia,GEO,2010,1.5729454,0.6768953,0,0
Georgia,GEO,2011,2.0104544,1.3769363,0.5863956,0
Georgia,GEO,2012,3.7672668,0.42890844,1.0722711,0
Georgia,GEO,2013,2.5884383,1.8712574,1.2510425,0.42087543
Georgia,GEO,2014,0.5277045,1.5250545,1.7429194,0
Georgia,GEO,2015,2.9033968,0.6747896,0.83931166,0.41965583
Georgia,GEO,2016,2.417532,1.95034,0.7703745,0.40375412
Georgia,GEO,2017,5.263939,0.7547953,0.8419129,0.39424327
Georgia,GEO,2018,3.2595131,1.0755754,0.3905594,0.3905594
Georgia,GEO,2019,2.6703696,0.4145009,1.0362523,0
Georgia,GEO,2020,3.3804555,1.1332215,0.468709,0
Georgia,GEO,2021,1.6251674,0.6332126,0.94701904,0
Georgia,GEO,2023,1.6317106,1.5826792,0.53790194,0
Germany,DEU,1990,2.5421658,1.1876074,1.0031247,0.11530169
Germany,DEU,1991,3.3507605,1.1470625,1.1357055,0.17642686
Germany,DEU,1992,3.0310042,0.9837511,1.1307484,0.1469973
Germany,DEU,1993,3.1249292,0.9478352,1.0832403,0.12412128
Germany,DEU,1994,2.5944397,1.0083044,1.0989385,0.11190411
Germany,DEU,1995,2.3350458,1.2547052,0.95813847,0.12500937
Germany,DEU,1996,2.4576008,0.85128903,0.8627929,0.10111479
Germany,DEU,1997,2.4604568,1.0714494,0.89675653,0.11646189
Germany,DEU,1998,2.4995654,0.7825283,0.68767637,0.14404693
Germany,DEU,1999,2.4860163,1.0156949,0.798046,0.16016445
Germany,DEU,2000,2.6435747,0.9003704,0.8263674,0.19734146
Germany,DEU,2001,2.4712834,1.0799155,0.67808646,0.16637559
Germany,DEU,2002,2.1257906,0.94143975,0.50888634,0.11449943
Germany,DEU,2003,2.296264,0.81201494,0.70890194,0.17031382
Germany,DEU,2004,1.9894828,1.0953771,0.6520102,0.09128142
Germany,DEU,2005,2.4274035,1.0811027,0.59328806,0.13063392
Germany,DEU,2006,2.2341244,1.0038708,0.6157074,0.07361953
Germany,DEU,2007,2.211955,0.80408543,0.54514265,0.10513119
Germany,DEU,2008,2.3776577,0.83148694,0.5266084,0.091860965
Germany,DEU,2009,2.4930289,0.91465944,0.4362222,0.084430106
Germany,DEU,2010,1.8921065,0.6556775,0.44186962,0.11033758
Germany,DEU,2011,2.5159004,0.90655375,0.6619281,0.08471405
Germany,DEU,2012,2.0951927,0.78074193,0.549411,0.08674911
Germany,DEU,2013,1.8215152,1.0379987,0.55554855,0.08656897
Germany,DEU,2014,2.1399558,1.0886103,0.4064145,0.06462006
Germany,DEU,2015,1.9447622,0.67780524,0.55071676,0.07872639
Germany,DEU,2016,2.0070894,0.8381517,0.4453722,0.046072982
Germany,DEU,2017,1.4400291,0.8075711,0.39032605,0.08268855
Germany,DEU,2018,2.1665697,0.67649865,0.5571165,0.029610807
Germany,DEU,2019,2.106658,0.8509531,0.51057184,0.102054656
Germany,DEU,2020,1.5078067,0.7253389,0.33676448,0.0647624
Greece,GRC,1961,5.50585,,6.862345,0.45658627
Greece,GRC,1962,7.1760235,,5.0940704,0.5305844
Greece,GRC,1963,6.712368,,5.495251,0.8819539
Greece,GRC,1964,5.1150894,,6.166983,1.1520737
Greece,GRC,1965,7.016559,,6.720978,0.81466395
Greece,GRC,1966,6.9842157,,5.0940704,0.47544658
Greece,GRC,1967,4.0294566,,4.860267,0.74254084
Greece,GRC,1968,5.2428255,,5.4959784,1.0523151
Greece,GRC,1969,6.3317275,,5.7563586,0.7362785
Greece,GRC,1970,6.8550644,,4.408624,1.1503067
Greece,GRC,1971,6.1607394,,5.3198743,0.85053736
Greece,GRC,1972,6.65742,,4.6852717,0.59920603
Greece,GRC,1973,4.8821316,,4.0978007,0.7512635
Greece,GRC,1974,6.052076,,3.642111,0.6871908
Greece,GRC,1975,6.890733,,4.692244,0.2292176
Greece,GRC,1976,6.629834,,3.5250208,0.9192585
Greece,GRC,1977,7.3855243,,3.8215675,0.6948305
Greece,GRC,1978,6.553939,,3.2255802,0.6232471
Greece,GRC,1979,5.4326735,2.327714,2.6098611,0.5498822
Greece,GRC,1980,4.750289,2.393355,2.8157117,0.3925571
Greece,GRC,1981,5.862428,1.8426647,2.763997,0.43146843
Greece,GRC,1982,5.079535,2.0593665,2.4144297,0.39336008
Greece,GRC,1983,5.64505,2.1229753,2.0640569,0.8649159
Greece,GRC,1984,5.0462575,2.3679678,2.7985075,0.2369481
Greece,GRC,1985,4.843995,1.165671,2.0399241,0.28022978
Greece,GRC,1986,3.3036485,1.5613383,2.0307043,0.64982533
Greece,GRC,1987,4.5418115,1.9699582,1.7264675,0.6566527
Greece,GRC,1988,3.6168787,0.7725587,1.8541409,0.16876213
Greece,GRC,1989,3.8915727,2.2636254,1.3059376,0
Greece,GRC,1990,3.6178482,2.1406224,1.3173062,0.22763488
Greece,GRC,1991,2.8009822,0.7529667,1.4670473,0.27507138
Greece,GRC,1992,3.7983458,1.4315307,1.9367769,0.15340553
Greece,GRC,1993,3.5958238,1.6986191,1.0191715,0.37297463
Greece,GRC,1994,3.247152,1.1305982,0.8479487,0.15818354
Greece,GRC,1995,4.039827,1.3859606,1.472583,0.16085576
Greece,GRC,1996,4.138461,1.9281738,1.1577659,0
Greece,GRC,1997,2.428942,1.664058,0.97713506,0.23608068
Greece,GRC,1998,2.030403,1.1717328,1.8026658,0.1988459
Greece,GRC,1999,2.8975756,1.7399219,1.4651974,0.7191054
Greece,GRC,2000,3.4917884,1.0267832,0.84009534,0
Greece,GRC,2001,2.9059033,1.1392863,0.84076005,0.9176551
Greece,GRC,2002,2.7795682,1.3433161,1.1704531,0.18632974
Greece,GRC,2003,2.4671342,1.3925011,0.42846185,0.21423094
Greece,GRC,2004,4.450212,2.038163,1.5427947,0.21454348
Greece,GRC,2005,2.8682008,2.0395086,1.1807681,0.24112365
Greece,GRC,2006,2.7179034,1.3420914,0.53563356,0.32138014
Greece,GRC,2007,2.1970055,1.0631365,0.4750657,0.5315682
Greece,GRC,2008,2.222572,0.8433679,0.9450387,0.4749744
Greece,GRC,2009,2.6282935,2.2725065,1.0927922,0.7103118
Greece,GRC,2010,3.807841,1.8177621,1.0906572,0.20321858
Greece,GRC,2011,5.200659,2.1090055,1.0852677,0.21677256
Greece,GRC,2012,2.9833715,2.1108663,0.40536872,0.55905586
Greece,GRC,2013,3.9268558,1.3047068,1.4910935,0.37099832
Greece,GRC,2014,3.19648,1.5135176,0.9459485,0
Greece,GRC,2015,2.6477942,0.6336239,0.48143026,0.25123104
Greece,GRC,2016,3.7750165,1.8520684,0.85731953,0
Greece,GRC,2017,3.9380045,1.4743667,1.5124229,0
Greece,GRC,2018,3.1575096,1.0962169,0.5979365,0
Greece,GRC,2019,2.3724532,1.0159463,0.812757,0
Greece,GRC,2020,2.1608655,0.5188073,0.39539602,0
Greece,GRC,2021,2.2351696,1.3705155,0.5026572,0
Greece,GRC,2022,0.93823946,1.3935481,0.50674474,0
Grenada,GRD,1985,0,,0,0
Grenada,GRD,1988,7.9365077,,0,0
Grenada,GRD,1989,0,,0,0
Grenada,GRD,1990,0,,0,10.526316
Grenada,GRD,1991,0,,0,0
Grenada,GRD,1992,0,,0,0
Grenada,GRD,1993,0,,0,0
Grenada,GRD,1994,8.714597,,9.463424,0
Grenada,GRD,1995,0,,0,0
Grenada,GRD,1996,0,,49.164207,0
Grenada,GRD,2001,0,0,0,0
Grenada,GRD,2002,0,0,19.502682,0
Grenada,GRD,2003,8.758868,0,0,0
Grenada,GRD,2004,9.145783,0,0,0
Grenada,GRD,2005,0,0,10.488777,0
Grenada,GRD,2006,19.52553,0,0,0
Grenada,GRD,2007,0,0,0,0
Grenada,GRD,2008,10.325245,22.53775,0,0
Grenada,GRD,2009,0,13.477089,0,0
Grenada,GRD,2010,0,0,0,0
Grenada,GRD,2011,0,0,0,0
Grenada,GRD,2012,0,0,0,0
Grenada,GRD,2013,0,0,0,0
Grenada,GRD,2014,12.8783,0,0,0
Grenada,GRD,2015,39.23107,0,0,0
Grenada,GRD,2016,0,0,0,0
Grenada,GRD,2017,0,0,0,0
Grenada,GRD,2018,12.338063,0,0,0
Grenada,GRD,2019,11.917531,0,0,10.978153
Grenada,GRD,2020,11.598237,0,0,0
Grenada,GRD,2021,11.381743,0,0,0
Grenada,GRD,2022,0,0,0,0
Grenada,GRD,2023,0,0,0,0
Guadeloupe,GLP,1974,6.288649,,2.2048285,0
Guadeloupe,GLP,1981,4.6522446,,0,0
Guadeloupe,GLP,2000,0,0,0,0
Guadeloupe,GLP,2001,8.263097,0,0,2.9117167
Guadeloupe,GLP,2002,2.8079634,2.973624,0,0
Guadeloupe,GLP,2003,5.7352605,0,0,0
Guadeloupe,GLP,2004,0,4.245203,0,3.0957835
Guadeloupe,GLP,2005,0,0,0,0
Guadeloupe,GLP,2006,6.0063667,3.2023568,0,0
Guadeloupe,GLP,2007,3.0150452,3.234885,0,0
Guadeloupe,GLP,2008,0,0,3.2449622,3.2449622
Guadeloupe,GLP,2009,3.065134,0,0,0
Guadeloupe,GLP,2010,0,0,3.2443306,18.765247
Guadeloupe,GLP,2011,0,0,0,0
Guadeloupe,GLP,2012,0,0,0,0
Guadeloupe,GLP,2013,3.2055392,4.8892584,0,0
Guadeloupe,GLP,2014,0,5.145886,0,0
Guadeloupe,GLP,2015,3.2639205,6.921852,5.3556128,0
Guadeloupe,GLP,2016,3.2927232,7.1500072,0,0
Guatemala,GTM,1963,2.4761906,,0.7831411,0.48693395
Guatemala,GTM,1964,2.5921125,,0.9689252,0.31357792
Guatemala,GTM,1965,2.539913,,0.4506873,0.14898689
Guatemala,GTM,1966,1.5242159,,0.5362154,0.13548538
Guatemala,GTM,1967,2.2234576,,0.8128505,0
Guatemala,GTM,1968,1.7372019,,0.7365389,0.3223049
Guatemala,GTM,1969,1.8409686,,0.71917653,0.24561636
Guatemala,GTM,1970,1.8017393,,0.43217126,0.12037707
Guatemala,GTM,1971,3.125518,,0.6285158,0.28427342
Guatemala,GTM,1974,1.9312476,,0.7946599,0.2437538
Guatemala,GTM,1975,3.2298098,,0.9388336,0.16023125
Guatemala,GTM,1976,1.3363429,,0.98311067,0.13650933
Guatemala,GTM,1977,1.4218279,,0.92807424,0.23336388
Guatemala,GTM,1978,2.7683322,,0.77386767,0.09770907
Guatemala,GTM,1979,2.5795715,,0.7119369,0.14272013
Guatemala,GTM,1980,1.8527439,,0.8982903,0.13908818
Guatemala,GTM,1981,2.121973,,1.2699133,0.18000422
Guatemala,GTM,1984,1.6580311,,1.6884762,0.36199096
Guatemala,GTM,1986,2.4604034,,0.7436695,0.35412833
Guatemala,GTM,1987,1.9437497,,1.0787491,0.15642665
Guatemala,GTM,1988,2.2264564,,0.9595084,0.23068716
Guatemala,GTM,1989,2.5754974,,1.3841293,0.2025555
Guatemala,GTM,1990,2.5841858,,1.1963137,0.36554033
Guatemala,GTM,1991,3.1462667,,1.3079089,0.18719593
Guatemala,GTM,1992,1.6108779,,1.0593343,0
Guatemala,GTM,1993,3.2966332,,1.1965346,0.22041427
Guatemala,GTM,1994,3.07954,,1.3600143,0.31462008
Guatemala,GTM,1995,3.1660552,,1.5490197,0.4252211
Guatemala,GTM,1996,3.4121468,,1.2187238,0.13436314
Guatemala,GTM,1997,3.4433277,,1.6337357,0.162738
Guatemala,GTM,1998,3.6139522,,1.5483702,0.14336762
Guatemala,GTM,1999,3.4300752,,1.4371998,0.14090194
Guatemala,GTM,2000,3.3694267,0.5261811,1.2739122,0.18606895
Guatemala,GTM,2001,4.089664,0.65532213,1.4471697,0.17118871
Guatemala,GTM,2002,5.0147195,0.5382392,1.5339817,0.21529569
Guatemala,GTM,2003,3.688602,0.7165774,1.5393145,0.22094858
Guatemala,GTM,2004,3.7101712,0.5245534,1.599888,0.15736602
Guatemala,GTM,2005,4.3901205,0.57167387,1.7410067,0.23254915
Guatemala,GTM,2006,4.3605638,0.43809894,2.0616422,0.08628197
Guatemala,GTM,2007,3.8229332,0.79531676,1.5649781,0.085656114
Guatemala,GTM,2008,3.869572,0.58893764,1.4851471,0.102423936
Guatemala,GTM,2009,4.579472,0.25570568,1.8155104,0.28127626
Guatemala,GTM,2010,3.963852,0.33895624,1.7867316,0.28246352
Guatemala,GTM,2011,4.060213,0.51147336,1.4065517,0.3324577
Guatemala,GTM,2012,3.5782788,0.5109501,1.4060681,0.102259494
Guatemala,GTM,2013,3.736919,0.28080216,1.7103404,0.153524
Guatemala,GTM,2014,3.0801265,0.48378205,1.5805782,0.1027519
Guatemala,GTM,2015,3.06102,0.2562273,1.4764292,0.25455675
Guatemala,GTM,2016,2.907168,0.25472197,1.7708809,0.25472197
Guatemala,GTM,2017,3.4290586,0.36577836,1.685552,0.19695757
Guatemala,GTM,2018,3.4498098,0.3914264,1.5010399,0.1957132
Guatemala,GTM,2019,3.3142934,0.3053714,1.4669541,0.13880518
Guatemala,GTM,2020,2.8556297,0.33075663,1.4577022,0.25225973
Guatemala,GTM,2021,4.099562,0.3831058,1.7181135,0.19155289
Guatemala,GTM,2022,4.18752,0.3415094,1.8539082,0.21746594
Guyana,GUY,1977,1.6528926,,1.9047619,0.86956525
Guyana,GUY,1979,2.3255813,,,
Guyana,GUY,1984,1.6260163,,1.7857143,0
Guyana,GUY,1988,4.379914,,1.1858739,0
Guyana,GUY,1989,3.3470936,,2.4284074,0
Guyana,GUY,1990,2.2511368,,1.6679362,0
Guyana,GUY,1991,3.408084,1.4012275,2.4862015,0
Guyana,GUY,1992,3.417129,0,5.15916,1.387309
Guyana,GUY,1993,3.4114945,,2.704018,0
Guyana,GUY,1994,1.1345973,,4.568964,2.2832875
Guyana,GUY,1995,0,,1.6070367,0
Guyana,GUY,1996,1.1871691,,3.6014621,0
Guyana,GUY,1997,1.2428381,0,1.7827007,1.2248298
Guyana,GUY,1998,1.2937447,0,2.3545477,0
Guyana,GUY,1999,5.3047585,0,1.1642663,1.087051
Guyana,GUY,2001,2.5857165,0,1.586135,0
Guyana,GUY,2002,3.7126875,0,0,0
Guyana,GUY,2003,7.0376277,0,1.4009919,0
Guyana,GUY,2004,2.228164,0,3.0238888,0
Guyana,GUY,2005,3.2151585,0,1.8571482,0
Guyana,GUY,2006,3.209277,0,3.7064035,0
Guyana,GUY,2007,2.1561482,1.1326824,1.3210825,0
Guyana,GUY,2008,5.465138,0,1.3655419,1.1703846
Guyana,GUY,2009,4.4398565,0,4.9336424,0
Guyana,GUY,2010,0,1.2534784,4.347952,1.7176818
Guyana,GUY,2011,2.3012576,0,2.217967,0
Guyana,GUY,2012,5.892196,0,4.5035915,1.5011972
Guyana,GUY,2013,1.2094092,1.3543346,3.0335665,5.170542
Guyana,GUY,2014,8.68745,1.7125634,6.213882,2.75786
Guyana,GUY,2015,1.2715043,0,2.7311397,0
Guyana,GUY,2016,6.5634027,0,1.4136274,0
Guyana,GUY,2017,2.6996384,1.641497,2.3116577,1.4103775
Guyana,GUY,2018,2.7639961,0,4.5337768,1.3931651
Guyana,GUY,2019,4.2188754,1.3710275,1.5048003,0
Guyana,GUY,2020,4.255319,0,1.4997113,0
Hong Kong,HKG,1955,4.873057,,0.75742084,1.3630849
Hong Kong,HKG,1956,5.95621,,0.77571094,1.0342813
Hong Kong,HKG,1957,3.4275753,,2.0830653,0.25731814
Hong Kong,HKG,1958,7.994244,,2.2275057,0.6657834
Hong Kong,HKG,1959,4.72126,,2.836638,1.2481208
Hong Kong,HKG,1960,6.095791,,1.5406625,1.5406625
Hong Kong,HKG,1961,4.9797697,,1.7484555,1.7660503
Hong Kong,HKG,1962,5.6577086,,3.4944088,1.4976039
Hong Kong,HKG,1963,6.85654,,3.0837004,1.5695508
Hong Kong,HKG,1964,4.752376,,2.9845,1.540387
Hong Kong,HKG,1965,3.8222647,,2.2112246,0.8575512
Hong Kong,HKG,1966,6.3956146,,2.483523,1.3372815
Hong Kong,HKG,1967,6.3304954,,3.8786,0.634652
Hong Kong,HKG,1968,6.0568085,,2.9708853,1.615161
Hong Kong,HKG,1969,5.4119062,,2.2065313,0.91463417
Hong Kong,HKG,1970,6.5814943,,1.9941226,0.91240877
Hong Kong,HKG,1971,5.833647,,1.1946133,1.520417
Hong Kong,HKG,1972,3.488799,,3.144654,1.2316787
Hong Kong,HKG,1973,5.9277887,,2.3097355,0.50955415
Hong Kong,HKG,1974,6.232194,,2.4808033,0.5230126
Hong Kong,HKG,1975,6.123585,,2.7617676,0.8002134
Hong Kong,HKG,1976,5.407421,,1.7660644,0.67925555
Hong Kong,HKG,1977,6.232957,,2.1218174,1.1083403
Hong Kong,HKG,1978,9.236453,,3.0131826,0.8354219
Hong Kong,HKG,1979,6.7411,1.7942584,2.5426807,0.4792715
Hong Kong,HKG,1980,5.078384,1.072386,1.6855285,0.8042895
Hong Kong,HKG,1981,4.9504952,0.9411132,2.2855606,0.6007209
Hong Kong,HKG,1982,5.2873564,0.717961,2.0342228,0.5976096
Hong Kong,HKG,1983,4.178273,1.7264277,1.3107722,0.47664443
Hong Kong,HKG,1984,3.9784694,2.9158382,2.385686,0.3976143
Hong Kong,HKG,1985,4.475854,1.6820858,1.8022348,0.66313
Hong Kong,HKG,1986,5.6960583,1.7089523,1.1831208,0.4780686
Hong Kong,HKG,1987,3.8955088,1.1876484,1.8041857,0.90361446
Hong Kong,HKG,1988,4.3991666,1.3328487,2.3021932,0.3984064
Hong Kong,HKG,1989,4.906542,1.1990408,0.93258727,0
Hong Kong,HKG,1990,4.005655,1.1223345,1.916758,0.6574622
Hong Kong,HKG,1991,4.241282,1.5462469,1.4102564,0.33444816
Hong Kong,HKG,1992,2.8169014,0.7818608,1.3031014,0
Hong Kong,HKG,1993,2.5803425,0.8791209,1.0793308,0.2580645
Hong Kong,HKG,1994,4.9633656,0.5295208,0.9266614,0.33715442
Hong Kong,HKG,1995,2.7745664,0.43560332,1.1616088,0.2904022
Hong Kong,HKG,1996,4.109589,0.71561474,1.3053126,0
Hong Kong,HKG,1997,4.479019,0.57937425,0.7959671,0
Hong Kong,HKG,1998,4.041845,0.7307805,1.461561,0.3507541
Hong Kong,HKG,1999,1.8613309,0.44556662,1.0396554,0.36886758
Hong Kong,HKG,2000,2.546886,1.2370496,0.77315605,0
Hong Kong,HKG,2001,2.795248,0.80347097,0.6427768,0.25227043
Hong Kong,HKG,2002,3.235498,0.2566735,1.1595163,0.2566735
Hong Kong,HKG,2003,2.7913468,0.5262235,0.7016313,0
Hong Kong,HKG,2004,1.896184,0.28121486,0.85719186,0.28121486
Hong Kong,HKG,2005,2.8915663,0.77745384,0.9718173,0
Hong Kong,HKG,2006,3.3972337,0.9485866,0.9485866,0
Hong Kong,HKG,2007,4.149378,1.2839718,1.497967,0.33978933
Hong Kong,HKG,2008,2.0171456,2.203614,0.8814456,0.35663337
Hong Kong,HKG,2009,1.0669512,0,1.022704,0.5555556
Hong Kong,HKG,2010,2.8328612,0.5263158,1.5789474,0
Hong Kong,HKG,2011,3.3222592,1.0154346,1.2185215,0.509165
Hong Kong,HKG,2012,1.9582245,0.43907794,1.0976949,0.47326076
Hong Kong,HKG,2013,1.7319016,1.0761945,0.6457167,0.92378753
Hong Kong,HKG,2014,2.1794405,0.6273526,1.0455877,0
Hong Kong,HKG,2015,3.014318,0.79113925,0.988924,0
Hong Kong,HKG,2016,1.9290123,0.86931324,0.8841733,0
Hong Kong,HKG,2017,2.661597,0.984252,0.5677517,0.656168
Hungary,HUN,1955,5.7098365,,2.7319295,0.58034563
Hungary,HUN,1956,5.476594,,2.728741,0.68780094
Hungary,HUN,1957,5.302227,,2.5588253,0.6675196
Hungary,HUN,1958,6.6397605,,3.3687048,0.61759585
Hungary,HUN,1959,6.390593,,3.1303358,0.62185186
Hungary,HUN,1960,4.4792833,,3.2488253,0.5801473
Hungary,HUN,1961,6.5836725,,3.0274248,0.89041907
Hungary,HUN,1962,4.56942,,3.1684134,1.1576895
Hungary,HUN,1963,6.110919,,3.5948536,0.47964916
Hungary,HUN,1964,4.578959,,4.5589695,0.57724226
Hungary,HUN,1965,5.857468,,4.0277777,0.45735192
Hungary,HUN,1966,6.5282536,,3.037755,1.5181782
Hungary,HUN,1967,6.9787416,,3.7719104,1.153973
Hungary,HUN,1968,6.8531003,,3.0496876,1.4193871
Hungary,HUN,1969,7.2659087,,2.526003,0.6685609
Hungary,HUN,1970,6.281407,,2.8769548,0.8852169
Hungary,HUN,1971,4.565597,,3.6651518,1.0262425
Hungary,HUN,1972,6.101022,,3.3287504,1.2301903
Hungary,HUN,1973,6.3562455,,2.468546,0.95556617
Hungary,HUN,1974,6.7022085,,3.8083367,1.1733416
Hungary,HUN,1975,5.4508643,,2.6657782,0.9330223
Hungary,HUN,1976,5.6657224,,3.024453,0.94911295
Hungary,HUN,1977,6.2063613,,1.6327556,0.6279829
Hungary,HUN,1978,5.859375,,2.9112983,0.8301626
Hungary,HUN,1979,6.3990693,1.2939799,3.2041407,0.61538464
Hungary,HUN,1980,5.6219254,1.7713169,2.3821158,0.36647937
Hungary,HUN,1981,5.3667264,2.082185,2.327148,0.6124074
Hungary,HUN,1982,5.8503404,2.0874016,2.6530108,0.6169793
Hungary,HUN,1983,6.353927,1.6273392,2.503599,0.93884957
Hungary,HUN,1984,5.156002,2.121777,1.4673002,0.48910004
Hungary,HUN,1985,3.1577618,1.737039,1.9374666,0.8017103
Hungary,HUN,1986,4.8256726,1.8753908,2.431062,0.6855576
Hungary,HUN,1987,4.6620045,1.8736038,2.6132405,0.39594552
Hungary,HUN,1988,4.565168,1.7138599,1.9374069,0.5961252
Hungary,HUN,1989,4.3548017,2.6127717,1.8443096,0.4610774
Hungary,HUN,1990,4.794743,1.5758344,1.6600488,0.43773177
Hungary,HUN,1991,3.9136968,2.1577904,1.5983633,0.479509
Hungary,HUN,1992,4.379539,1.9655739,2.3348627,0.8051251
Hungary,HUN,1993,3.3496723,1.8631538,1.0530869,0.65614754
Hungary,HUN,1994,4.8239617,1.467513,1.9566839,0.54128295
